Input Feature,Input Feature,Output
-0.9731704165234591,-0.31347577893322753,0.0
-0.166915074185205,-0.7590304458079635,1.0
-1.0023249457649943,-0.05852798268763909,0.0
-0.3848787636013353,0.8684463825462159,0.0
0.5860912613162274,0.48722188020192886,1.0
-0.09454357667276347,-0.9570938636537173,0.0
-0.1851641648056749,-0.9580360964871597,0.0
1.0169731606980024,0.17462073410954154,0.0
0.5761517510059413,0.5277940967700955,1.0
0.6966536500565716,0.26101403588146715,1.0
-0.5414650887167869,0.7890727951058201,0.0
-0.4292921544156353,-0.9381408045481109,0.0
0.3645706831605187,0.875508291375815,0.0
-0.7018349536020174,-0.1811307425666064,1.0
-0.6024194414897552,0.8841513736528548,0.0
0.7262723509051059,0.15893471285469882,1.0
0.7753027227029539,0.7488842444088245,0.0
1.0105076176432521,0.4693600492549936,0.0
-0.6744211087869506,0.7966036628962809,0.0
0.08716080701259328,0.9870107777213765,0.0
0.8848848682324815,-0.3722826063908612,0.0
0.7595983842700691,-0.2388093089668412,1.0
0.7637522070102819,0.553318237737749,0.0
-0.6684151240435102,-0.736246239123731,0.0
0.3346044420439426,-0.8294389562355826,1.0
0.4904904806097924,-0.6561419273488814,1.0
0.7494989742226028,0.7178727498748378,0.0
0.6460578866836969,-0.8348807048723801,0.0
-0.960447092660697,-0.26777126999179957,0.0
0.7419112016313032,0.2564737911901599,1.0
-0.39992082069495816,-0.8851599023626242,0.0
-0.3236168019245614,-0.9211352090266888,0.0
0.7404405376559883,-0.4392059636769302,1.0
-0.3452143723662816,0.676773144165684,1.0
0.12432024263163116,-0.80738472299359,1.0
0.8283202402492891,-0.09714420196471203,1.0
-1.0171527899564388,-0.0031621069132931326,0.0
0.5975125280274651,-0.5619743699770082,1.0
0.6453274280323055,-0.642399092661732,1.0
-0.7582318857337988,0.18525214171601376,1.0
0.8136022973789022,0.4927133942338403,0.0
0.06342374199992332,-0.9287752790268646,0.0
0.8012044888634166,0.0195265161778664,1.0
0.9706996160530288,0.02632696332715468,0.0
0.5005368550283784,-0.681376987738979,1.0
-0.166555961208219,-0.9994575800240104,0.0
-0.3219797496102568,-0.7741635706778466,1.0
-0.2704748706207739,0.7063644540258138,1.0
-0.6516240014225468,0.6573986701078776,0.0
0.15249331592636883,-0.8279145222584258,1.0
-0.9483276751805202,-0.08589668974179726,0.0
-0.15778545808293615,0.791310181807712,1.0
0.4703178624668665,-0.5831596080775491,1.0
-1.0217844791046327,0.15428993312146386,0.0
0.6456130521590144,0.4169738452596899,1.0
0.2708264804390979,0.8738441893393308,0.0
-0.7597949356293227,-0.09166207555868455,1.0
0.9484433111236548,-0.3641997019515033,0.0
-0.11881302215487136,-0.8086377063316564,1.0
-0.5624885469538545,0.5766409626833223,1.0
-0.10227362342595617,1.0603901901390178,0.0
-0.666185433329425,-0.4648951542448753,1.0
-0.36469209747973363,-0.7530827998850717,1.0
0.5768045709811124,0.5757599797181299,1.0
-0.783614016592497,-0.12333829538731092,1.0
-0.27254511566041484,-0.7357419852701815,1.0
-0.48077873021012124,-0.8574804197712573,0.0
0.6132485451124634,-0.5855929671404535,1.0
-0.7498501495744301,0.29964029164879624,1.0
-0.9237390756496171,0.024077805702890802,0.0
0.6766105102092204,-0.06735522171007827,1.0
0.38501236056349364,-0.9600935747072028,0.0
-0.8856036595685317,-0.2717707660827829,0.0
