Input Feature,Input Feature,Output
-1.3963416230584185,0.08497734389552855,0.0
1.878268048536601,-0.19069352556671496,1.0
-1.9103992979383384,1.3154814910905408,1.0
1.5176226796952919,0.21348472521853232,0.0
-3.422064987770751,-1.020058719069056,2.0
1.960039594403918,2.6323999442408295,2.0
-2.197728184927985,3.0462605526320186,2.0
-2.4670182923448007,2.2415895208219103,2.0
-0.0387275683689078,-2.4256851548542846,1.0
-2.0712928946980558,4.340485176937892,2.0
-0.4648327340303575,-0.22806887484756774,0.0
0.6808851850121337,-3.1591218536803747,2.0
-0.5212272900154504,0.43528105120487426,0.0
-1.4480801770922727,0.18635989954509988,0.0
0.4165678358216373,-1.7310574787831723,1.0
1.477926429571594,-0.7153877494346091,1.0
2.2684771716153675,-2.000488605557435,2.0
0.7534391988305623,1.5768999368112584,1.0
0.671576135726373,-0.6145294822650259,0.0
0.2538009949674874,0.4362338024142883,0.0
1.1568013336198442,-0.05247556129373048,0.0
1.4541159285585725,-1.1355614124274607,1.0
0.05649167394077059,-2.2129310459567932,1.0
1.9201805509604073,-1.2174938515171982,1.0
1.6170939515094314,-3.0549474207865894,2.0
0.6557121335150685,-0.9347837553981049,0.0
-0.32197469637134724,0.9516265191169857,0.0
-1.9383647298381428,3.388028044828337,2.0
0.570693363015059,-0.5067615812677713,0.0
0.48612617348664816,-0.12663491756901654,0.0
-3.9443958341905727,-0.12059323978986754,2.0
-1.8109184375100684,0.6153708172768503,1.0
-0.003276144377066983,-2.419017534287706,1.0
0.6142899818748239,-1.378825458265904,0.0
2.590948416780187,1.1699203157076297,2.0
1.129608264893396,-0.4009434873837393,0.0
-2.2041364197026696,0.5430805824400682,1.0
-0.4834114339896895,2.8108570698890416,2.0
2.8191738014316545,0.585453432019547,2.0
-0.5213059905173186,1.3985546731252465,0.0
-0.6445513854153914,1.5858984300438703,1.0
0.8884205096811714,-0.5163119357701548,0.0
2.833834518612798,0.7396870841917205,2.0
-1.605389290819229,-0.31596141215824586,1.0
1.4009595273957065,3.099946044397602,2.0
2.2775442529258525,-0.0316229785424253,1.0
-0.055108959667500165,0.19483448509010773,0.0
-0.819044493896721,-2.437106528888417,2.0
3.6524594211387225,2.794770587631485,2.0
0.6831693879102809,1.2566419329325142,0.0
-1.6427456728911471,-0.7334859266973826,1.0
1.4046094997787306,1.8090267735966372,1.0
-1.0083868826172082,0.56605668440715,0.0
-0.3850836389535613,-0.3477231754161704,0.0
-0.34630518749374833,0.01279809519540902,0.0
-1.1464302872305057,0.4486564146849421,0.0
-1.384856876942332,-0.5050566546199374,0.0
0.894695115960384,-0.44582121156384313,0.0
3.6612501490411122,0.56214317936427,2.0
1.9301679348724479,-1.015889261894418,1.0
0.8167213098369812,2.28703091207556,1.0
0.7377153856715811,0.08500974150496228,0.0
1.9458069424627913,0.5287380235787997,1.0
3.2012340975645497,1.5971420078054936,2.0
-0.29865441613538624,-1.520495381691849,0.0
-2.4956704814813144,2.1343249264576216,2.0
-1.66495739298736,-2.5258920593214094,2.0
0.916046590447623,-3.874747498173797,2.0
-2.531225293742992,-0.8943408121568436,2.0
0.21100063079978537,1.9563235148348919,1.0
0.920002677407203,0.0069296615744045675,0.0
-0.7938024150365975,-2.6893654643153515,2.0
-4.673699633765639,-2.1015632806957156,2.0
-3.547587258624904,0.8381110656110146,2.0
0.3277018508896855,2.1199193526571407,1.0
-2.3360107698404384,2.256057727858049,2.0
-1.4892640910592572,-0.7584792705304184,1.0
-0.7782898381308442,1.8797104258619513,1.0
-3.7142860429222835,-0.6401008972528142,2.0
0.8715416624670513,2.2399329342089778,1.0
-1.3088463025445893,3.206784500459669,2.0
-0.31707266235264947,-0.38283328783854875,0.0
1.1212865922104236,2.402052389942773,2.0
2.0387143101687006,-1.1104313090522224,1.0
0.3231338079224309,0.7102302866920087,0.0
0.8747787595232193,-0.46246480445342864,0.0
0.37487514235172315,-1.4262466792457766,0.0
-1.5194961633074993,-1.503051560175004,1.0
2.5035847130403823,-4.539725320448667,2.0
0.6345056616224416,-1.8092818825112646,1.0
-1.8072211317545785,0.8988813188513378,1.0
-0.19129986129969384,-1.0693024610153834,0.0
-3.2826986469352137,0.1554153903324506,2.0
-2.243452466211063,0.12872697502496835,1.0
-2.0099465710793654,2.6380808933644686,2.0
-0.14637219711224186,-0.5150458891980487,0.0
1.74959159324988,1.5935178042596376,1.0
-0.9555382118126572,-0.5484220922420061,0.0
-1.8964429466325015,0.2933789799672474,1.0
0.14771445815527245,0.369497133338286,0.0
0.8473524996241278,-1.934410213065019,1.0
-1.2562965248117393,3.437101106180239,2.0
-0.5955720364584082,0.07551197108722213,0.0
0.34599369889099024,1.6155208778152443,1.0
1.712150656146091,1.8038263597571664,1.0
-3.5262864566853005,-1.1447270596889658,2.0
2.728790463341642,2.089906184211491,2.0
0.059003804746929386,0.014478494604698014,0.0
2.0009720564254465,0.5993895989178352,1.0
1.7462460220645173,-5.223920635635329,2.0
1.3142899563604562,1.5327070267187188,1.0
-0.6280625591224275,-2.5723664308843808,2.0
0.27810672361490724,-0.20810586231715558,0.0
2.263496971434217,0.5485664568637305,1.0
0.018554467191585024,0.9424505583954966,0.0
-2.5270308802918175,1.649861218162243,2.0
-0.4879815323565372,3.5617122446043252,2.0
-0.6970943741561316,-2.558064073059964,2.0
-3.8088801691483014,1.6110791784981355,2.0
-1.6673804720506957,-2.1684538818429684,2.0
0.36087784586417154,-1.261539353691982,0.0
-0.5647547479588065,-0.05354014582434251,0.0
-1.9337827961037104,0.14016985059497528,1.0
-0.6155942232277872,0.17137299714326368,0.0
-2.0804626226976617,-0.5180476787184263,1.0
-0.6192327831089839,0.9052653163767045,0.0
1.3770255888868828,-0.6485461925371331,0.0
2.389811290021322,1.043475570012664,2.0
2.1095355208041395,-3.361358031561761,2.0
0.1524829913883096,-1.2847664079964503,0.0
0.9088945139548795,-0.8264033671258663,0.0
-0.38724306436893513,-1.855684387036832,1.0
-1.3543107614452128,-0.7577877870268817,0.0
-2.1305231872386288,0.9535589145025514,1.0
-1.4616975741993246,-2.0324055758718242,1.0
1.5999922722138114,-4.250265499617022,2.0
-2.803008880348253,3.224325338741765,2.0
1.5517815249804545,-1.9169972353783413,1.0
-1.6935525169242205,0.29783848963810383,1.0
2.204248268699623,-1.7295677651468009,2.0
-2.7263751471755917,0.17423291032828234,2.0
-1.101318787771918,0.43556478257847236,0.0
-2.396083324647771,1.242622824172312,2.0
3.7855276478884394,-2.4188026056492067,2.0
2.5303398273522935,1.0261929941690686,2.0
0.6499268661106887,-0.03801291001747889,0.0
-1.0988211908020802,-0.9095057575290979,0.0
0.5840837985263002,1.7460205474411457,1.0
1.1794901009916905,3.052928171126796,2.0
-2.357286116476294,-0.6010388625931565,1.0
-2.2762629596959343,-0.4188131161041427,1.0
-2.2328387259338345,0.19014964047118835,1.0
2.0116730582019153,-0.04768229571732686,1.0
0.23573984658656424,1.8583711747511085,1.0
-1.0956782669859653,-0.36346557666191387,0.0
0.27065692805411984,-0.329472480114814,0.0
3.298965653925091,1.9244066519965326,2.0
1.3731817723617568,-1.0799869038858942,1.0
-1.2308919015111328,1.959172205830309,1.0
0.7335137379576068,0.1339569278405545,0.0
0.6678827618553989,1.2441160489325525,0.0
0.6634219990835475,1.6304237389042742,1.0
3.8706515903466396,0.08114000695635781,2.0
1.350119516089104,-1.8815283635974291,1.0
1.7451572107385631,-0.0699492319286537,1.0
1.9035174856499864,-1.5616767473609054,1.0
-0.7707539538182178,-2.106643206886018,1.0
2.713580099815593,-0.41179178539064154,2.0
-1.598817921016942,-0.22550471550731033,1.0
1.0126376338198328,0.5616594652386243,0.0
-0.18439433951415365,-4.8341475801359115,2.0
-1.075962672820794,-0.5477425828104259,0.0
-0.330872230591904,-1.3616019809665538,0.0
-1.0141534143554773,2.577536802506121,2.0
3.138782794954968,-0.8963186649039386,2.0
-1.1197553050272493,-2.509726981778086,2.0
-1.1979915635895182,-0.6871972665966958,0.0
1.8515131615019096,0.06992536970581997,1.0
1.050572646765458,-1.277023095173747,1.0
-0.82992443990479,0.6065073102326198,0.0
-0.7105163730978252,-0.785774509743922,0.0
-2.1422928896828197,1.5169975219352285,2.0
-1.8170386352137626,0.5484692950799516,1.0
-0.38523239772987544,2.5463924107791116,2.0
-0.1886176774298444,1.6238926227291917,1.0
0.22905987227720329,-0.9755544150139926,0.0
-1.5403663277455268,0.21001974048400976,0.0
-2.501278482915685,-0.8737605053073314,2.0
0.6903926601106702,-0.33256015780601017,0.0
-2.5259119414820717,1.6478416366122324,2.0
0.7813678503481066,-1.2036383080943853,0.0
-1.2947534771722464,-1.0161603293628425,1.0
-0.7459607279277038,-1.0357118969383223,0.0
0.5040346526188475,1.861780977523129,1.0
2.003917827356614,-0.29936657367125163,1.0
-0.7437183216623477,-0.8220137625388948,0.0
4.44349456062032,-0.8038705971327279,2.0
0.7394546285133272,-0.6210940165813437,0.0
-2.9110135778239474,-3.138049484695197,2.0
-0.5530106692363107,-0.326779684661674,0.0
-1.9698690239989731,-1.3909626599476221,1.0
-2.4067716127003833,1.4450208993974578,2.0
3.558713336016982,0.09250803134345818,2.0
3.7549771529388782,1.2955104886114983,2.0
0.1362986284758107,-2.066975203870522,1.0
-1.222551620860952,2.0657928668306655,1.0
-1.5565649507361383,0.5536620644401309,1.0
0.4535816347811028,-1.0167640624447325,0.0
1.1739971509343687,-1.9166407750100845,1.0
-2.1198217371459678,0.9669419906068843,1.0
2.874861701267732,1.2852581875797437,2.0
-3.2888389607655073,-1.9348924769829925,2.0
0.5408132734592139,-0.3348429035035386,0.0
1.09726955123411,-2.9311539963871787,2.0
0.4601061377994043,-0.45114044760206384,0.0
-0.37179136077534497,1.7688536415378044,1.0
-1.0738729624537426,1.2090269483237328,1.0
3.311800216566788,-0.22575884906913668,2.0
1.1174371738565576,2.2207347922240452,1.0
0.8685015261136733,-0.8289838931450947,0.0
-1.5461093917316626,-0.2792036795401461,1.0
-1.4343937006397687,-0.19178723896070551,0.0
0.11209377676118604,0.9647504641407854,0.0
3.1359384601426443,-2.261585370680554,2.0
0.17388356385536693,0.5565526693416173,0.0
0.49465175733807454,1.5331094683875708,1.0
-3.218118988763325,2.1410989072334057,2.0
-0.7185359103937344,0.7827934989197783,0.0
-0.3985692494337232,-0.8504619446844679,0.0
3.285978700674641,-2.392639662333237,2.0
4.379188582271174,-0.4306480675317709,2.0
0.028626586298840486,0.30689813399526555,0.0
0.22051541735797317,-0.12288844170878122,0.0
2.009765357211025,0.6399801577893903,1.0
2.306151367100664,-0.49763181695452724,1.0
